_id,planta,zona,modulo,habitacion,numero,bed_id,estado,nombre_alumno,apellido1,apellido2,numero_alumno,brigada,especialidad,genero
6849322221310b00bf15a29f,1,A,3,1,2,1-A-3-1-Cama2,OCUPADA,ALFONSO,LOZANO,ARIAS,609B,6B,EPS,H
6849322221310b00bf15a2a0,1,A,3,1,3,1-A-3-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2a1,1,A,3,2,1,1-A-3-2-Cama1,OCUPADA,IVÁN,ORTIZ,SERRA,617B,6B,EPS,H
6849322221310b00bf15a2a2,1,A,3,2,2,1-A-3-2-Cama2,OCUPADA,SERGIO,REYES,ANDÚJAR,605B,6B,EPS,H
6849322221310b00bf15a2a3,1,A,3,2,3,1-A-3-2-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2a4,1,A,3,3,1,1-A-3-3-Cama1,OCUPADA,FERNANDO,SOTO,DURÁN,613B,6B,EPS,H
6849322221310b00bf15a2a5,1,A,3,3,2,1-A-3-3-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a2a6,1,A,3,3,3,1-A-3-3-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2a7,1,A,4,1,1,1-A-4-1-Cama1,OCUPADA,ROCIO,BLANCO,CALVO,614B,6B,OSS,M
6849322221310b00bf15a2a8,1,A,4,1,2,1-A-4-1-Cama2,OCUPADA,AMPARO,CRESPO,ROLDÁN,618B,6B,OSS,M
6849322221310b00bf15a2a9,1,A,4,1,3,1-A-4-1-Cama3,OCUPADA,SARA,ESTEBAN,MORA,610B,6B,OSS,M
6849322221310b00bf15a2aa,1,A,4,2,1,1-A-4-2-Cama1,OCUPADA,LUCÍA,MÁRQUEZ,LEÓN,602B,6B,OSS,M
6849322221310b00bf15a2ab,1,A,4,2,2,1-A-4-2-Cama2,OCUPADA,MARINA,ROJAS,CORTÉS,606B,6B,OSS,M
6849322221310b00bf15a2ac,1,A,4,2,3,1-A-4-2-Cama3,OCUPADA,IRENE,CAMPOS,VICENTE,608B,6B,TIS,M
6849322221310b00bf15a2ad,1,A,4,3,1,1-A-4-3-Cama1,OCUPADA,LIDIA,GALLARDO,MÉNDEZ,616B,6B,TIS,M
6849322221310b00bf15a2ae,1,A,4,3,2,1-A-4-3-Cama2,OCUPADA,CLARA,PASCUAL,ROMAN,604B,6B,TIS,M
6849322221310b00bf15a2af,1,A,4,3,3,1-A-4-3-Cama3,OCUPADA,NURIA,VALERO,IGLESIAS,612B,6B,TIS,M
6849322221310b00bf15a2b0,1,A,5,1,1,1-A-5-1-Cama1,OCUPADA,CARMEN,DÍAZ,RUIZ,606A,6A,OSS,M
6849322221310b00bf15a2b1,1,A,5,1,2,1-A-5-1-Cama2,OCUPADA,LUCÍA,IGLESIAS,NAVARRO,614A,6A,OSS,M
6849322221310b00bf15a2b2,1,A,5,1,3,1-A-5-1-Cama3,OCUPADA,ANA,MARTÍNEZ,SÁNCHEZ,602A,6A,OSS,M
6849322221310b00bf15a2b3,1,A,5,2,1,1-A-5-2-Cama1,OCUPADA,LAURA,ROMERO,TORRES,610A,6A,OSS,M
6849322221310b00bf15a2b4,1,A,5,2,2,1-A-5-2-Cama2,OCUPADA,MARÍA,FERNÁNDEZ,GÓMEZ,604A,6A,TIS,M
6849322221310b00bf15a2b5,1,A,5,2,3,1-A-5-2-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2b6,1,A,5,3,1,1-A-5-3-Cama1,Ocupada,Pepe,martinez,soriano,407A,400,oss,H
6849322221310b00bf15a2b7,1,A,5,3,2,1-A-5-3-Cama2,OCUPADa,Mary,hernandez,de zuloaga,408B,401,ham,M
6849322221310b00bf15a2b8,1,A,5,3,3,1-A-5-3-Cama3,OCUpada,Juan,Cabezas,Mingorance,409A,401,oss,H
6849322221310b00bf15a2b9,1,B,1,1,1,1-B-1-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ba,1,B,1,1,2,1-B-1-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a2bb,1,B,1,1,3,1-B-1-1-Cama3,OCUPADA,DANIEL,MEDINA,GIL,515A,5A,ARS,H
6849322221310b00bf15a2bc,1,B,1,2,1,1-B-1-2-Cama1,OCUPADA,DIEGO,NAVARRO,CARMONA,523A,5A,ARS,H
6849322221310b00bf15a2bd,1,B,1,2,2,1-B-1-2-Cama2,OCUPADA,LUIS,RODRÍGUEZ,PÉREZ,503A,5A,ARS,H
6849322221310b00bf15a2be,1,B,1,2,3,1-B-1-2-Cama3,OCUPADA,MIGUEL,SANTIAGO,FLORES,511A,5A,ARS,H
6849322221310b00bf15a2bf,1,B,1,3,1,1-B-1-3-Cama1,OCUPADA,JAVIER,CALVO,MORA,517A,5A,EPS,H
6849322221310b00bf15a2c0,1,B,1,3,2,1-B-1-3-Cama2,OCUPADA,ÁNGEL,DELGADO,CASTRO,525A,5A,EPS,H
6849322221310b00bf15a2c1,1,B,1,3,3,1-B-1-3-Cama3,OCUPADA,CARLOS,GARCÍA,LÓPEZ,501A,5A,EPS,H
6849322221310b00bf15a2c2,1,B,2,1,1,1-B-2-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2c3,1,B,2,1,2,1-B-2-1-Cama2,OCUPADA,ANTONIO,MUÑOZ,ORTEGA,509A,5A,EPS,H
6849322221310b00bf15a2c4,1,B,2,1,3,1-B-2-1-Cama3,OCUPADA,PABLO,RAMOS,VÁZQUEZ,513A,5A,EPS,H
6849322221310b00bf15a2c5,1,B,2,2,1,1-B-2-2-Cama1,OCUPADA,ROBERTO,VARGAS,MOLINA,521A,5A,EPS,H
6849322221310b00bf15a2c6,1,B,2,2,2,1-B-2-2-Cama2,OCUPADA,RAQUEL,CRUZ,DELGADO,518A,5A,OSS,M
6849322221310b00bf15a2c7,1,B,2,2,3,1-B-2-2-Cama3,OCUPADA,CARMEN,DÍAZ,RUIZ,506A,5A,OSS,M
6849322221310b00bf15a2c8,1,B,2,3,1,1-B-2-3-Cama1,OCUPADA,BEATRIZ,HERRERO,SANTOS,522A,5A,OSS,M
6849322221310b00bf15a2c9,1,B,2,3,2,1-B-2-3-Cama2,OCUPADA,LUCÍA,IGLESIAS,NAVARRO,514A,5A,OSS,M
6849322221310b00bf15a2ca,1,B,2,3,3,1-B-2-3-Cama3,OCUPADA,ANA,MARTÍNEZ,SÁNCHEZ,502A,5A,OSS,M
6849322221310b00bf15a2cb,1,B,3,1,1,1-B-3-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2cc,1,B,3,1,2,1-B-3-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a2cd,1,B,3,1,3,1-B-3-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ce,1,B,3,2,1,1-B-3-2-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2cf,1,B,3,2,2,1-B-3-2-Cama2,OCUPADA,MARCOS,MENÉNDEZ,VALDÉS,519B,5B,ARS,H
6849322221310b00bf15a2d0,1,B,3,2,3,1-B-3-2-Cama3,OCUPADA,JAVIER,MOLINA,SOLER,511B,5B,ARS,H
6849322221310b00bf15a2d1,1,B,3,3,1,1-B-3-3-Cama1,OCUPADA,MOHAMED,SANTANA,PIÑERO,531B,5B,ARS,H
6849322221310b00bf15a2d2,1,B,3,3,2,1-B-3-3-Cama2,OCUPADA,RUBÉN,SUÁREZ,PASTOR,515B,5B,ARS,H
6849322221310b00bf15a2d3,1,B,3,3,3,1-B-3-3-Cama3,OCUPADA,JORDI,FERRER,CRESPO,501B,5B,EPS,H
6849322221310b00bf15a2d4,1,B,4,1,1,1-B-4-1-Cama1,OCUPADA,ROCIO,BLANCO,CALVO,514B,5B,OSS,M
6849322221310b00bf15a2d5,1,B,4,1,2,1-B-4-1-Cama2,OCUPADA,AMPARO,CRESPO,ROLDÁN,518B,5B,OSS,M
6849322221310b00bf15a2d6,1,B,4,1,3,1-B-4-1-Cama3,OCUPADA,SARA,ESTEBAN,MORA,510B,5B,OSS,M
6849322221310b00bf15a2d7,1,B,4,2,1,1-B-4-2-Cama1,OCUPADA,CONSUELO,FLORES,BENÍTEZ,522B,5B,OSS,M
6849322221310b00bf15a2d8,1,B,4,2,2,1-B-4-2-Cama2,OCUPADA,LUCÍA,MÁRQUEZ,LEÓN,502B,5B,OSS,M
6849322221310b00bf15a2d9,1,B,4,2,3,1-B-4-2-Cama3,OCUPADA,ROSA,MEDINA,MIRANDA,526B,5B,OSS,M
6849322221310b00bf15a2da,1,B,4,3,1,1-B-4-3-Cama1,OCUPADA,LORENA,NADAL,FERRANDO,530B,5B,OSS,M
6849322221310b00bf15a2db,1,B,4,3,2,1-B-4-3-Cama2,OCUPADA,MARINA,ROJAS,CORTÉS,506B,5B,OSS,M
6849322221310b00bf15a2dc,1,B,4,3,3,1-B-4-3-Cama3,OCUPADA,OLGA,ALCARAZ,SÁNCHEZ,528B,5B,TIS,M
6849322221310b00bf15a2dd,1,B,5,1,1,1-B-5-1-Cama1,OCUPADA,RAQUEL,CRUZ,DELGADO,518A,5A,OSS,M
6849322221310b00bf15a2de,1,B,5,1,2,1-B-5-1-Cama2,OCUPADA,CARMEN,DÍAZ,RUIZ,506A,5A,OSS,M
6849322221310b00bf15a2df,1,B,5,1,3,1-B-5-1-Cama3,OCUPADA,BEATRIZ,HERRERO,SANTOS,522A,5A,OSS,M
6849322221310b00bf15a2e0,1,B,5,2,1,1-B-5-2-Cama1,OCUPADA,LUCÍA,IGLESIAS,NAVARRO,514A,5A,OSS,M
6849322221310b00bf15a2e1,1,B,5,2,2,1-B-5-2-Cama2,OCUPADA,ANA,MARTÍNEZ,SÁNCHEZ,502A,5A,OSS,M
6849322221310b00bf15a2e2,1,B,5,2,3,1-B-5-2-Cama3,OCUPADA,LAURA,ROMERO,TORRES,510A,5A,OSS,M
6849322221310b00bf15a2e3,1,B,5,3,1,1-B-5-3-Cama1,OCUPADA,PATRICIA,CASTILLO,ORTIZ,516A,5A,TIS,M
6849322221310b00bf15a2e4,1,B,5,3,2,1-B-5-3-Cama2,OCUPADA,MARÍA,FERNÁNDEZ,GÓMEZ,504A,5A,TIS,M
6849322221310b00bf15a2e5,1,B,5,3,3,1-B-5-3-Cama3,OCUPADA,MARTA,LEÓN,PEÑA,520A,5A,TIS,M
6849322221310b00bf15a2e6,1,C,5,INFECCIOSOS,1,1-C-5-INFECCIOSOS-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2e7,1,C,5,INFECCIOSOS,2,1-C-5-INFECCIOSOS-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a2e8,1,C,5,INFECCIOSOS,3,1-C-5-INFECCIOSOS-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2e9,1,C,5,INFECCIOSOS,4,1-C-5-INFECCIOSOS-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ea,1,C,6,INFECCIOSOS,1,1-C-6-INFECCIOSOS-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2eb,1,C,6,INFECCIOSOS,2,1-C-6-INFECCIOSOS-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ec,1,C,6,INFECCIOSOS,3,1-C-6-INFECCIOSOS-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ed,1,C,6,INFECCIOSOS,4,1-C-6-INFECCIOSOS-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ee,1,D,1,1,1,1-D-1-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ef,1,D,1,1,2,1-D-1-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f0,1,D,1,1,3,1-D-1-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f1,1,D,1,1,4,1-D-1-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f2,1,D,1,1,5,1-D-1-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f3,1,D,1,1,6,1-D-1-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f4,1,D,1,1,7,1-D-1-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f5,1,D,1,1,8,1-D-1-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f6,1,D,3,1,1,1-D-3-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f7,1,D,3,1,2,1-D-3-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f8,1,D,3,1,3,1-D-3-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a2f9,1,D,3,1,4,1-D-3-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a2fa,1,D,3,1,5,1-D-3-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a2fb,1,D,3,1,6,1-D-3-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a2fc,1,D,3,1,7,1-D-3-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a2fd,1,D,3,1,8,1-D-3-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a2fe,1,D,4,1,1,1-D-4-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a2ff,1,D,4,1,2,1-D-4-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a300,1,D,4,1,3,1-D-4-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a301,1,D,4,1,4,1-D-4-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a302,1,D,4,1,5,1-D-4-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a303,1,D,4,1,6,1-D-4-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a304,1,D,4,1,7,1-D-4-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a305,1,D,4,1,8,1-D-4-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a306,1,D,6,1,1,1-D-6-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a307,1,D,6,1,2,1-D-6-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a308,1,D,6,1,3,1-D-6-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a309,1,D,6,1,4,1-D-6-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a30a,1,D,6,1,5,1-D-6-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a30b,1,D,6,1,6,1-D-6-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a30c,1,D,6,1,7,1-D-6-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a30d,1,D,6,1,8,1-D-6-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a30e,1,D,7,1,1,1-D-7-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a30f,1,D,7,1,2,1-D-7-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a310,1,D,7,1,3,1-D-7-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a311,1,D,7,1,4,1-D-7-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a312,1,D,7,1,5,1-D-7-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a313,1,D,7,1,6,1-D-7-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a314,1,D,7,1,7,1-D-7-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a315,1,D,7,1,8,1-D-7-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a316,1,D,9,1,1,1-D-9-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a317,1,D,9,1,2,1-D-9-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a318,1,D,9,1,3,1-D-9-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a319,1,D,9,1,4,1-D-9-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a31a,1,D,9,1,5,1-D-9-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a31b,1,D,9,1,6,1-D-9-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a31c,1,D,9,1,7,1-D-9-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a31d,1,D,9,1,8,1-D-9-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a31e,1,D,11,1,1,1-D-11-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a31f,1,D,11,1,2,1-D-11-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a320,1,D,11,1,3,1-D-11-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a321,1,D,11,1,4,1-D-11-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a322,1,D,11,1,5,1-D-11-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a323,1,D,11,1,6,1-D-11-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a324,1,D,11,1,7,1-D-11-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a325,1,D,11,1,8,1-D-11-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a326,1,D,12,1,1,1-D-12-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a327,1,D,12,1,2,1-D-12-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a328,1,D,12,1,3,1-D-12-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a329,1,D,12,1,4,1-D-12-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a32a,1,D,12,1,5,1-D-12-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a32b,1,D,12,1,6,1-D-12-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a32c,1,D,12,1,7,1-D-12-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a32d,1,D,12,1,8,1-D-12-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a32e,1,D,14,1,1,1-D-14-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a32f,1,D,14,1,2,1-D-14-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a330,1,D,14,1,3,1-D-14-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a331,1,D,14,1,4,1-D-14-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a332,1,D,14,1,5,1-D-14-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a333,1,D,14,1,6,1-D-14-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a334,1,D,14,1,7,1-D-14-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a335,1,D,14,1,8,1-D-14-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a336,1,D,15,1,1,1-D-15-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a337,1,D,15,1,2,1-D-15-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a338,1,D,15,1,3,1-D-15-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a339,1,D,15,1,4,1-D-15-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a33a,1,D,15,1,5,1-D-15-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a33b,1,D,15,1,6,1-D-15-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a33c,1,D,15,1,7,1-D-15-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a33d,1,D,15,1,8,1-D-15-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a33e,1,D,17,1,1,1-D-17-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a33f,1,D,17,1,2,1-D-17-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a340,1,D,17,1,3,1-D-17-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a341,1,D,17,1,4,1-D-17-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a342,1,D,17,1,5,1-D-17-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a343,1,D,17,1,6,1-D-17-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a344,1,D,17,1,7,1-D-17-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a345,1,D,17,1,8,1-D-17-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a346,1,E,1,1,1,1-E-1-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a347,1,E,1,1,2,1-E-1-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a348,1,E,1,1,3,1-E-1-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a349,1,E,1,1,4,1-E-1-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a34a,1,E,1,1,5,1-E-1-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a34b,1,E,1,1,6,1-E-1-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a34c,1,E,1,1,7,1-E-1-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a34d,1,E,1,1,8,1-E-1-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a34e,1,E,3,1,1,1-E-3-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a34f,1,E,3,1,2,1-E-3-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a350,1,E,3,1,3,1-E-3-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a351,1,E,3,1,4,1-E-3-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a352,1,E,3,1,5,1-E-3-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a353,1,E,3,1,6,1-E-3-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a354,1,E,3,1,7,1-E-3-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a355,1,E,3,1,8,1-E-3-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a356,1,E,4,1,1,1-E-4-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a357,1,E,4,1,2,1-E-4-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a358,1,E,4,1,3,1-E-4-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a359,1,E,4,1,4,1-E-4-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a35a,1,E,4,1,5,1-E-4-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a35b,1,E,4,1,6,1-E-4-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a35c,1,E,4,1,7,1-E-4-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a35d,1,E,4,1,8,1-E-4-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a35e,1,E,6,1,1,1-E-6-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a35f,1,E,6,1,2,1-E-6-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a360,1,E,6,1,3,1-E-6-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a361,1,E,6,1,4,1-E-6-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a362,1,E,6,1,5,1-E-6-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a363,1,E,6,1,6,1-E-6-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a364,1,E,6,1,7,1-E-6-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a365,1,E,6,1,8,1-E-6-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a366,1,E,7,1,1,1-E-7-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a367,1,E,7,1,2,1-E-7-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a368,1,E,7,1,3,1-E-7-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a369,1,E,7,1,4,1-E-7-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a36a,1,E,7,1,5,1-E-7-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a36b,1,E,7,1,6,1-E-7-1-Cama6,DESOCUPADA,,,,,,,
6849322221310b00bf15a36c,1,E,7,1,7,1-E-7-1-Cama7,DESOCUPADA,,,,,,,
6849322221310b00bf15a36d,1,E,7,1,8,1-E-7-1-Cama8,DESOCUPADA,,,,,,,
6849322221310b00bf15a36e,1,E,9,1,1,1-E-9-1-Cama1,DESOCUPADA,,,,,,,
6849322221310b00bf15a36f,1,E,9,1,2,1-E-9-1-Cama2,DESOCUPADA,,,,,,,
6849322221310b00bf15a370,1,E,9,1,3,1-E-9-1-Cama3,DESOCUPADA,,,,,,,
6849322221310b00bf15a371,1,E,9,1,4,1-E-9-1-Cama4,DESOCUPADA,,,,,,,
6849322221310b00bf15a372,1,E,9,1,5,1-E-9-1-Cama5,DESOCUPADA,,,,,,,
6849322221310b00bf15a373,1,E,9,1,6,1-E-9-1-Cama6,DESOCUPADA,,,,,,,
